Training Step,Bellman Error
0,0.4090589880943298
1,0.3677718043327331
2,0.3285472095012665
3,0.3437771499156952
4,0.3242045044898987
5,0.3410484194755554
6,0.2781049013137817
7,0.3038057386875152
8,0.3025887310504913
9,0.333760529756546
10,0.3411674201488495
11,0.3178115487098694
12,0.2161870747804641
13,0.2155411690473556
14,0.1994052976369857
15,0.2356585264205932
16,0.3472799956798553
17,0.2877179384231567
18,0.2479791790246963
19,0.2604655623435974
20,0.2905024290084839
21,0.1836643517017364
22,0.2571380734443664
23,0.2254213392734527
24,0.3273192048072815
25,0.1926852911710739
26,0.1951631605625152
27,0.2599059045314789
28,0.1481010019779205
29,0.2887426614761352
30,0.2002784758806228
31,0.1301004737615585
32,0.274709403514862
33,0.2434442937374115
34,0.2216585874557495
35,0.3826754987239837
36,0.1975353062152862
37,0.177905336022377
38,0.1664427518844604
39,0.1300677955150604
40,0.3667992949485779
41,0.149546205997467
42,0.1777783334255218
43,0.1645430028438568
44,0.1922655999660492
45,0.2300025373697281
46,0.2166433036327362
47,0.1317273527383804
48,0.2993808388710022
49,0.1577142775058746
50,0.3134287595748901
51,0.2565729320049286
52,0.2601871490478515
53,0.1040205359458923
54,0.1540922075510025
55,0.1586566269397735
56,0.302848219871521
57,0.1481873393058776
58,0.1839198172092437
59,0.2840109765529632
60,0.1127219796180725
61,0.1477136611938476
62,0.3024720847606659
63,0.1637857854366302
64,0.2481320202350616
65,0.2537388205528259
66,0.1448347568511963
67,0.3008042275905609
68,0.1661664843559265
69,0.1353905498981475
70,0.1390483975410461
71,0.1780631393194198
72,0.2277752161026001
73,0.1173331588506698
74,0.1241290569305419
75,0.1495851427316665
76,0.173729807138443
77,0.1067381650209426
78,0.1358939856290817
79,0.1068276166915893
80,0.12818543612957
81,0.0839928984642028
82,0.1403303295373916
83,0.0948450863361358
84,0.1190075874328613
85,0.1109238415956497
86,0.0486455634236335
87,0.0462294965982437
88,0.092282086610794
89,0.0738779976963996
90,0.0250094346702098
91,0.1004280373454094
92,0.036151498556137
93,0.0594909042119979
94,0.0475065559148788
95,0.055108968168497
96,0.1120050847530365
97,0.0875705033540725
98,0.0678199008107185
99,0.053152859210968
100,0.0875111669301986
101,0.0349509343504905
102,0.078958086669445
103,0.0599399805068969
104,0.0495032593607902
105,0.0745811238884925
106,0.0283841788768768
107,0.080120749771595
108,0.0536956191062927
109,0.0413401424884796
110,0.1413175612688064
111,0.0435092374682426
112,0.0546501688659191
113,0.0409107729792594
114,0.0322389788925647
115,0.0201545469462871
116,0.0122696850448846
117,0.0747647657990455
118,0.0329631231725215
119,0.0532061830163002
120,0.0280270893126726
121,0.0437677353620529
122,0.0356699675321579
123,0.0204483419656753
124,0.0339024253189563
125,0.0260189399123191
126,0.020106827840209
127,0.0308156535029411
128,0.0333006158471107
129,0.012613988481462
130,0.0285671092569828
131,0.0082273324951529
132,0.0183430761098861
133,0.0125118400901556
134,0.011682485230267
135,0.0129269585013389
136,0.0081514185294508
137,0.0150402355939149
138,0.01289430167526
139,0.0115483300760388
140,0.0065286746248602
141,0.0097311651334166
142,0.0086326599121093
143,0.0100324740633368
144,0.0109865106642246
145,0.0099405562505126
146,0.0072928904555737
147,0.0058056693524122
148,0.0050155548378825
149,0.0035680092405527
150,0.0041890917345881
151,0.0041004517115652
152,0.0086999256163835
153,0.0036087874323129
154,0.00555713288486
155,0.0067431912757456
156,0.0063612880185246
157,0.007897232659161
158,0.0055310814641416
159,0.0069282371550798
160,0.0053405556827783
161,0.0071467291563749
162,0.0078037674538791
163,0.0068931775167584
164,0.0028123862575739
165,0.003072164254263
166,0.0046097040176391
167,0.004044160246849
168,0.0061358655802905
