Training Step,Bellman Error
0,0.4097782373428345
1,0.3589137196540832
2,0.3760744631290436
3,0.2731704115867615
4,0.3078556656837463
5,0.2732450067996979
6,0.3088259696960449
7,0.2404544651508331
8,0.3677280247211456
9,0.3104272484779358
10,0.3424439132213592
11,0.1858415603637695
12,0.2770371437072754
13,0.2344970107078552
14,0.2175013124942779
15,0.186719536781311
16,0.22735495865345
17,0.2428339272737503
18,0.2497805804014206
19,0.2876125574111938
20,0.1800019443035125
21,0.1817190945148468
22,0.1412386298179626
23,0.1529545038938522
24,0.2830412983894348
25,0.2996694445610046
26,0.2378971874713897
27,0.1957416385412216
28,0.127656489610672
29,0.1754173636436462
30,0.1322317719459533
31,0.1259363144636154
32,0.2614830732345581
33,0.1749615520238876
34,0.1037067025899887
35,0.1488585621118545
36,0.1608874201774597
37,0.1818204373121261
38,0.1257962882518768
39,0.1083815097808837
40,0.2172093093395233
41,0.2197425067424774
42,0.2026613056659698
43,0.2041860967874527
44,0.1686919033527374
45,0.130310833454132
46,0.1728195697069168
47,0.0934753566980362
48,0.1648555845022201
49,0.2371614277362823
50,0.1749568283557891
51,0.2248598635196685
52,0.2393999993801117
53,0.1609001457691192
54,0.1033793687820434
55,0.1282032430171966
56,0.1652007400989532
57,0.13119837641716
58,0.1340785026550293
59,0.1807364225387573
60,0.1406553387641906
61,0.1963609457015991
62,0.144547551870346
63,0.1397461593151092
64,0.182984709739685
65,0.1822836697101593
66,0.1795247495174408
67,0.2303420603275299
68,0.1135918349027633
69,0.1171411946415901
70,0.1080129295587539
71,0.0754027217626571
72,0.1313604712486267
73,0.1628771424293518
74,0.1355393528938293
75,0.1301906853914261
76,0.0908838063478469
77,0.0985869765281677
78,0.1273441463708877
79,0.1268792003393173
80,0.127958059310913
81,0.1360452771186828
82,0.1097234487533569
83,0.1290450096130371
84,0.1401229947805404
85,0.1639434397220611
86,0.0441534668207168
87,0.0982246622443199
88,0.1033291146159172
89,0.1066055968403816
90,0.1401174515485763
91,0.1123874187469482
92,0.083007626235485
93,0.0710679069161415
94,0.1061872243881225
95,0.045188583433628
96,0.0674529001116752
97,0.0574980750679969
98,0.0436448603868484
99,0.0641719996929168
100,0.0646742656826973
101,0.0422448143362998
102,0.0555679276585578
103,0.0354682654142379
104,0.0445523709058761
105,0.0358300618827343
106,0.0537455677986145
107,0.0388261415064334
108,0.0391127988696098
109,0.0220690853893756
110,0.017380503937602
111,0.0307723172008991
112,0.0315937176346778
113,0.022350376471877
114,0.0187339335680007
115,0.023724153637886
116,0.0200645755976438
117,0.0164010990411043
118,0.017864640802145
119,0.0261184461414814
120,0.0158614218235015
121,0.016886344179511
122,0.016007887199521
123,0.0086604477837681
124,0.0201333258301019
125,0.0132806356996297
126,0.0138616748154163
127,0.0233431234955787
128,0.0148968650028109
129,0.0215584393590688
130,0.0171240530908107
131,0.0206378474831581
132,0.0128387864679098
133,0.0118103977292776
134,0.0183043740689754
135,0.010143949650228
136,0.0119345691055059
137,0.0068839415907859
138,0.0145700452849268
139,0.0103086913004517
140,0.0129309762269258
141,0.0089624673128128
142,0.0060199447907507
143,0.0055317329242825
144,0.0090752393007278
145,0.005018507130444
146,0.0095545295625925
147,0.0099579002708196
148,0.0094025088474154
149,0.0077997455373406
150,0.0025718589313328
151,0.009811520576477
152,0.0058473823592066
153,0.0042823478579521
154,0.0056906230747699
155,0.0049093491397798
