Training Step,Bellman Error
0,0.3236823081970215
1,0.3805065751075744
2,0.3335449993610382
3,0.2728714942932129
4,0.2909685969352722
5,0.2442505955696106
6,0.2752650380134582
7,0.3024854958057403
8,0.3273246586322784
9,0.2527905702590942
10,0.2542194724082947
11,0.2504831850528717
12,0.2002742737531662
13,0.2052818685770034
14,0.2038480639457702
15,0.2073316574096679
16,0.2188303172588348
17,0.2543767392635345
18,0.2253840565681457
19,0.2315030694007873
20,0.2217538803815841
21,0.1752320230007171
22,0.1274371147155761
23,0.1901773065328598
24,0.2327155470848083
25,0.3012588024139404
26,0.227609783411026
27,0.1780466884374618
28,0.1530041098594665
29,0.1193734854459762
30,0.1175995916128158
31,0.0806329622864723
32,0.2304075062274933
33,0.1786114424467086
34,0.1649542450904846
35,0.1409991532564163
36,0.0811577811837196
37,0.1482559591531753
38,0.1226620301604271
39,0.1062794104218483
40,0.2424103915691375
41,0.1859734803438186
42,0.2303921431303024
43,0.210818737745285
44,0.0995163172483444
45,0.1530747860670089
46,0.1174533367156982
47,0.1556618809700012
48,0.2124296277761459
49,0.2145183682441711
50,0.3202886581420898
51,0.161093920469284
52,0.1729336082935333
53,0.2321377694606781
54,0.1426262855529785
55,0.2385701537132263
56,0.3181884884834289
57,0.2398747205734253
58,0.3412930369377136
59,0.2559166848659515
60,0.2317770272493362
61,0.3046024441719055
62,0.1956623494625091
63,0.1829063296318054
64,0.2311202883720398
65,0.1632747799158096
66,0.2161564379930496
67,0.2081940472126007
68,0.2050365060567855
69,0.171811506152153
70,0.1930378973484039
71,0.1588860899209976
72,0.1135689690709114
73,0.1429936587810516
74,0.1259192377328872
75,0.1276042461395263
76,0.158056378364563
77,0.1128338873386383
78,0.0975853651762008
79,0.1196898892521858
80,0.1188879013061523
81,0.0835699364542961
82,0.0980350524187088
83,0.0438254624605178
84,0.0937446653842926
85,0.1029059365391731
86,0.111120767891407
87,0.0695828050374984
88,0.0944999009370803
89,0.0464707314968109
90,0.0642411261796951
91,0.0657823383808136
92,0.0360458195209503
93,0.0443838462233543
94,0.0517497360706329
95,0.0483685880899429
96,0.0256596785038709
97,0.0268324203789234
98,0.0359058864414691
99,0.01687828078866
100,0.0394307784736156
101,0.0142544778063893
102,0.0190298873931169
103,0.0284063667058944
104,0.0241902358829975
105,0.0121994279325008
106,0.0376331806182861
107,0.0104925399646162
108,0.0223505459725856
109,0.0099208233878016
110,0.0184970833361148
111,0.0122500974684953
112,0.0127896927297115
113,0.0146767348051071
114,0.0120373200625181
115,0.0097023285925388
116,0.0112770963460206
117,0.0112183997407555
118,0.006672753021121
119,0.007694523781538
120,0.0096921930089592
121,0.0100160650908946
122,0.0099965119734406
123,0.0076640453189611
124,0.0095805311575531
125,0.0037046470679342
126,0.0032899770885705
127,0.0051825521513819
128,0.0099593978375196
129,0.0090612489730119
130,0.0068523096852004
131,0.0053423140197992
132,0.0024750442244112
133,0.0034898503217846
134,0.0042794090695679
135,0.0052277320064604
136,0.0036628185771405
137,0.0055910251103341
138,0.0049532703123986
139,0.0016012859996408
140,0.0089943725615739
141,0.0029828543774783
142,0.0042810421437025
143,0.0036049897316843
144,0.0050017875619232
145,0.0041189179755747
146,0.0042654452845454
147,0.0024526191409677
148,0.0033000723924487
149,0.0026730857789516
150,0.0070458315312862
151,0.0021980518940836
152,0.0013875355944037
153,0.0034658147487789
154,0.0020608119666576
155,0.006832618266344
156,0.0008493893546983
157,0.0027988855727016
158,0.001540150726214
159,0.0018621409544721
160,0.003297968301922
161,0.002048043301329
162,0.0097108650952577
163,0.0015814807265996
164,0.0023022873792797
165,0.0016030590049922
166,0.0038505324628204
167,0.0031322166323661
168,0.0006871100631542
169,0.0012312701437622
170,0.0019064440857619
171,0.0015912648523226
172,0.0010055236052721
173,0.0051159281283617
174,0.0020938436500728
175,0.000763775082305
176,0.0025926858652383
177,0.0027850875630974
178,0.0029516345821321
179,0.0043905456550419
180,0.0025861742906272
181,0.0007433611317537
182,0.0006798680406063
183,0.0024789753369987
184,0.0010713865049183
185,0.0028185565024614
186,0.0011927203740924
187,0.0047866911627352
188,0.0018375527579337
189,0.0007571992464363
190,0.0010749232023954
191,0.0012908447533845
192,0.0004022766952402
193,0.000843062181957
194,0.001260720542632
195,0.0004142811230849
196,0.0013142147799953
197,0.0003467930073384
198,0.0026408720295876
199,0.0019282973371446
200,0.0041843145154416
201,0.0026473917532712
202,0.0009475745027884
203,0.0007019559852778
204,0.0012178003089502
205,0.0015591831179335
206,0.0009072227985598
207,0.0011226417263969
208,0.0002667549415491
209,0.001251004403457
210,0.0012265145778656
211,0.0007677237153984
212,0.0008510374464094
213,0.0001705864269752
214,0.0006139273755252
215,0.00259700557217
216,0.0013347938656806
217,0.0006123137427493
218,0.0023559282999485
219,0.0003330399049445
220,0.0002739169285632
221,0.001761671854183
222,0.0002550408826209
223,0.0011761233909055
224,0.0002261590125272
225,0.0004038178594782
226,0.001466657151468
227,0.0007351955864578
228,0.0021757343783974
229,0.0020169529598206
230,0.002052447758615
231,0.0005772402510046
232,0.0007743312162347
233,0.000208223471418
234,6.925380148459226e-05
235,0.0001840627228375
236,0.0002877509105019
237,0.000199655565666
238,0.0011835761833935
239,0.0019240321125835
240,0.0004288160416763
241,0.0002059705730061
242,0.0001347660290775
243,0.0008504129946231
244,0.0031770481728017
245,0.0006103557534515
246,0.0005288302199915
247,0.0005100173875689
248,0.0004069943970534
249,0.0005980540299788
250,0.0004196464724373
251,0.0001830902765505
252,0.0004659456899389
