Training Step,Bellman Error
0,0.1432874500751495
1,0.1843296885490417
2,0.1710485219955444
3,0.1657186448574066
4,0.1445840001106262
5,0.1415404379367828
6,0.1397863626480102
7,0.1709504127502441
8,0.1939153224229812
9,0.1393051743507385
10,0.1839317083358764
11,0.1800672560930252
12,0.2309582233428955
13,0.1644121706485748
14,0.1384211778640747
15,0.1542608886957168
16,0.2109747529029846
17,0.2258486151695251
18,0.1440063863992691
19,0.1983832716941833
20,0.1587098389863968
21,0.0850038453936576
22,0.1565896868705749
23,0.0997803658246994
24,0.3302760422229767
25,0.2205629646778106
26,0.2194296419620514
27,0.1670732796192169
28,0.1502695977687835
29,0.1973491907119751
30,0.1496600657701492
31,0.1347611248493194
32,0.2876910865306854
33,0.3026769757270813
34,0.2429529577493667
35,0.2144159525632858
36,0.2458359152078628
37,0.2277830243110656
38,0.2074606418609619
39,0.1441480964422226
40,0.2273230850696563
41,0.3264539241790771
42,0.30441415309906
43,0.2297086864709854
44,0.2338943481445312
45,0.1840245723724365
46,0.2094078063964843
47,0.2320657670497894
48,0.2738397717475891
49,0.3116282224655151
50,0.283888965845108
51,0.2529365420341491
52,0.3076211214065552
53,0.193309336900711
54,0.2213157713413238
55,0.1603031605482101
56,0.2463438212871551
57,0.2683161795139313
58,0.217408150434494
59,0.1890701353549957
60,0.1878311038017273
61,0.1346548497676849
62,0.2354177981615066
63,0.1507654786109924
64,0.2441360801458358
65,0.1462309807538986
66,0.142873153090477
67,0.209654301404953
68,0.2222026288509369
69,0.1475550830364227
70,0.1212482973933219
71,0.182150200009346
72,0.1615520864725113
73,0.1251541376113891
74,0.1565077453851699
75,0.1417914181947708
76,0.0910340026021003
77,0.1276054680347442
78,0.1412349343299865
79,0.0814928114414215
80,0.0830684304237365
81,0.0624306984245777
82,0.0888838469982147
83,0.0948433727025985
84,0.0721870064735412
85,0.0689792707562446
86,0.0409026965498924
87,0.0572740212082862
88,0.0795207172632217
89,0.0518372766673564
90,0.0667480528354644
91,0.018064010888338
92,0.0539033971726894
93,0.0667785257101059
94,0.0293215475976467
95,0.0525838360190391
96,0.0299074351787567
97,0.0412333905696868
98,0.0290689580142498
99,0.0401294566690921
100,0.0151058975607156
101,0.0357409603893756
102,0.0238213017582893
103,0.0384967774152755
104,0.0247009545564651
105,0.022399615496397
106,0.0233409535139799
107,0.0177685040980577
108,0.0160513408482074
109,0.0234653372317552
110,0.0151493418961763
111,0.0177052058279514
112,0.0081569571048021
113,0.0138211594894528
114,0.0032109254971146
115,0.0154132228344678
116,0.012317438609898
117,0.0104744890704751
118,0.0127954483032226
119,0.0031312457285821
120,0.0093116490170359
121,0.0101253380998969
122,0.0101067619398236
123,0.0068628657609224
124,0.0061139641329646
125,0.0058567938394844
126,0.0086000561714172
127,0.0080685224384069
128,0.0071144313551485
129,0.0077984221279621
130,0.0070260548964142
131,0.0043997624889016
132,0.0062708174809813
133,0.0078819803893566
134,0.0032690907828509
135,0.0033399066887795
136,0.0063988561742007
137,0.0025290963239967
138,0.0024848552420735
139,0.0041111637838184
140,0.003378392662853
141,0.0027110455557703
142,0.0011799052590504
143,0.0011219955049455
144,0.0021391473710536
145,0.0041362824849784
146,0.0014955381629988
147,0.0005702744238078
148,0.0016457219608128
149,0.0021462535951286
150,0.0064380466938018
151,0.0055737635120749
152,0.001171592157334
153,0.0037546011153608
154,0.0008423659601248
155,0.0008672737749293
156,0.0013968513812869
157,0.0022119719069451
158,0.001511062728241
159,0.0011787248076871
160,0.0008788125123828
161,0.0029881736263632
162,0.0001197519450215
163,0.0010177763178944
164,0.0011641338933259
165,0.001830996479839
166,0.0014377052430063
167,0.0003786605375353
168,0.0013003549538552
169,0.0015245338436216
170,0.0020366499666124
171,0.0011043045669794
172,0.0007334102410823
173,0.0007345836493186
174,0.0016320131253451
175,0.000505558156874
176,0.0016475992742925
177,0.0019503780640661
178,0.0010485994862392
179,0.0009455723920837
180,0.0016748516354709
181,0.000672815949656
182,0.0024388772435486
183,0.0006317751249298
184,0.0006149703986011
185,0.0020479981321841
186,0.0024444456212222
187,0.000666573876515
188,0.0008009198354557
189,0.0002173709362978
190,0.0004903476219624
191,0.0009132874547503
192,0.0006072727264836
193,0.0011794717283919
194,0.000384848244721
195,0.0005618262803182
196,0.000359091500286
197,0.0003334279172122
198,0.0013153366744518
199,0.0005636587156914
200,0.0001305382611462
201,0.0012623907532542
202,0.0001322149764746
203,0.0006208864506334
204,0.0011506351875141
205,0.0013541313819587
206,0.0001550610322738
207,0.0003221269289497
208,0.0002764082455541
209,0.000428524101153
210,0.0001167603695648
211,4.443519719643518e-05
212,4.4125597923994064e-05
213,0.0002920800179708
214,0.0009193129953928
215,0.0010500792413949
216,0.0010344407055526
217,0.0002226474025519
218,0.0002462536212988
219,0.0004582606488838
220,0.0004991735331714
221,0.0001343138283118
222,0.0004480671486817
223,0.0015937592834234
224,0.0001416559098288
225,0.0004053380107507
226,0.0003880330477841
227,0.0005878591910004
228,0.0001436745369574
229,3.542737977113575e-05
230,0.0002784437383525
231,6.736563955200836e-05
232,0.0005429905140772
233,3.5709585063159466e-05
234,0.0001108799915527
235,6.764008139725775e-05
236,8.246073412010446e-05
237,0.0001044802484102
238,4.3583080696407706e-05
239,0.0001252197835128
240,9.187879913952202e-05
241,7.171469769673422e-05
242,0.0001221498678205
243,5.040747782913968e-05
244,7.956739136716351e-05
245,0.0001213211435242
246,0.0001057331610354
247,4.38009956269525e-05
248,2.39646433328744e-05
249,3.86807914765086e-05
250,2.202237737947144e-05
251,0.0001067957200575
252,0.0001256067625945
253,2.208635851275176e-05
254,0.000111879009637
