Testing Step,Q Loss
0,1.325068786740303
1,1.325068786740303
2,1.325068786740303
3,1.325068786740303
4,1.325068786740303
5,1.325068786740303
6,1.325068786740303
7,1.325068786740303
8,1.325068786740303
9,1.325068786740303
10,1.325068786740303
11,1.325068786740303
12,1.325068786740303
13,1.325068786740303
14,1.325068786740303
15,1.3079808056354525
16,1.2913142815232277
17,1.274749368429184
18,1.2582145482301712
19,1.241805635392666
20,1.2263609543442726
21,1.2105411514639854
22,1.1944876089692116
23,1.1778673976659777
24,1.160992994904518
25,1.143401935696602
26,1.1258457601070404
27,1.1076316311955452
28,1.0891562551259997
29,1.07072976231575
30,1.0542928650975227
31,1.037389561533928
32,1.0197240859270096
33,1.0014414489269257
34,0.9828963130712508
35,0.9635338336229324
36,0.9449080526828766
37,0.9260771423578262
38,0.9076991975307463
39,0.8897039368748665
40,0.8724340796470642
41,0.8559615612030029
42,0.8395027965307236
43,0.8226064592599869
44,0.8075890317559242
45,0.7912933975458145
46,0.7747012451291084
47,0.7583831325173378
48,0.743897020816803
49,0.7292973771691322
50,0.7137199640274048
51,0.6974149122834206
52,0.6798593252897263
53,0.6616604402661324
54,0.6437759175896645
55,0.628745399415493
56,0.614922285079956
57,0.6026962772011757
58,0.5894882753491402
59,0.5785128772258759
60,0.570398598909378
61,0.5637174397706985
62,0.5580860674381256
63,0.5525595396757126
64,0.5463548079133034
65,0.5398179143667221
66,0.5328978225588799
67,0.525018110871315
68,0.5173872038722038
69,0.5095013082027435
70,0.5031762793660164
71,0.4974655508995056
72,0.4919238537549972
73,0.486516110599041
74,0.4827293530106544
75,0.4787989370524883
76,0.4751904495060444
77,0.4715785197913646
78,0.4729838520288467
79,0.4753652736544609
80,0.4780625365674495
81,0.4792254269123077
82,0.4825904928147793
83,0.4883665181696415
84,0.4932892248034477
85,0.4972511827945709
86,0.4997312873601913
87,0.5011317767202854
88,0.5015215240418911
89,0.5006410479545593
90,0.5000878125429153
91,0.5000585839152336
92,0.502347856760025
93,0.5015284158289433
94,0.5004908442497253
95,0.4967261031270027
96,0.4902078136801719
97,0.478698655962944
98,0.4679012596607208
99,0.453514777123928
100,0.4387216046452522
101,0.4270817264914512
102,0.4152868017554283
103,0.3993160501122474
104,0.3822131007909775
105,0.3659136816859245
106,0.34714026004076
107,0.3341092467308044
108,0.3219670206308365
109,0.3118638023734092
110,0.3031642474234104
111,0.2925471402704716
112,0.2795262485742569
113,0.2628707066178322
114,0.2483932636678218
115,0.2346494607627391
116,0.2224020734429359
117,0.2132015563547611
118,0.2043570354580879
119,0.1953036002814769
120,0.1867626346647739
121,0.178746722638607
122,0.1732175052165985
123,0.1679297648370266
124,0.1629453971982002
125,0.158813688904047
126,0.1555838547646999
127,0.1522995494306087
128,0.1482515782117843
129,0.1444859392940998
130,0.1414932012557983
131,0.1387681290507316
132,0.1365574933588504
133,0.1354340203106403
134,0.1349853761494159
135,0.1357934810221195
136,0.1365362592041492
137,0.1373378336429596
138,0.1376647092401981
139,0.1398910731077194
140,0.1415689177811145
141,0.1430281326174736
142,0.1445406973361969
143,0.1451770439743995
144,0.144942045211792
145,0.1439966559410095
146,0.1427539847791195
147,0.1416135504841804
148,0.1407849192619323
149,0.1405030936002731
150,0.14031832665205
151,0.1396650075912475
152,0.1386059708893299
153,0.1379575692117214
154,0.1374380942434072
155,0.1365585140883922
156,0.1363677494227886
157,0.1376050021499395
158,0.138899790123105
159,0.1401169504970312
160,0.1401340141892433
161,0.1399516761302948
162,0.1398556642234325
163,0.1392301097512245
164,0.13855573348701
165,0.1384738534688949
166,0.1384374424815178
167,0.1386141516268253
168,0.1382722165435552
169,0.1378948744386434
170,0.1371888536959886
171,0.1368251927196979
172,0.1364252213388681
173,0.1356861460953951
174,0.13468031398952
175,0.1333932355046272
176,0.1322913337498903
177,0.1311383843421936
178,0.1297159306704998
179,0.1284916531294584
180,0.1266845110803842
181,0.1243991926312446
182,0.1220559980720281
183,0.1187889203429222
184,0.1156313195824623
185,0.1122785676270723
186,0.1092229429632425
187,0.1063449047505855
188,0.1037038434296846
189,0.1011253725737333
190,0.0987917259335517
