Testing Step,Q Loss
0,1.9931921064853668
1,1.9931921064853668
2,1.9931921064853668
3,1.9931921064853668
4,1.9931921064853668
5,1.9931921064853668
6,1.9931921064853668
7,1.9931921064853668
8,1.9931921064853668
9,1.9931921064853668
10,1.9931921064853668
11,1.9931921064853668
12,1.9931921064853668
13,1.9931921064853668
14,1.9931921064853668
15,1.9741182774305344
16,1.9564238786697388
17,1.9375126957893367
18,1.9173279702663424
19,1.896312654018402
20,1.875515639781952
21,1.854319393634796
22,1.8330958485603333
23,1.812893614172936
24,1.792880892753601
25,1.7727977633476255
26,1.7527388632297516
27,1.7324526458978653
28,1.712625831365585
29,1.6924073696136477
30,1.6721955239772797
31,1.6515682637691498
32,1.6330816596746445
33,1.619188979268074
34,1.6054080724716189
35,1.5904866755008698
36,1.5749788582324982
37,1.5587806403636932
38,1.541361466050148
39,1.5235647410154345
40,1.5044347196817398
41,1.485293060541153
42,1.4655719995498655
43,1.4457370191812515
44,1.4248925149440763
45,1.4033751487731934
46,1.3819784224033356
47,1.3603061437606812
48,1.339042991399765
49,1.3177849352359772
50,1.2963526099920273
51,1.274974703788757
52,1.2534126788377762
53,1.231310859322548
54,1.209865391254425
55,1.187178760766983
56,1.1677393317222595
57,1.151535525918007
58,1.135242909193039
59,1.1177403330802915
60,1.10010826587677
61,1.0814702957868576
62,1.062911607325077
63,1.043981596827507
64,1.0253024697303772
65,1.0065182745456696
66,0.987308382987976
67,0.9682067781686784
68,0.948929876089096
69,0.9286949783563614
70,0.9090852737426758
71,0.8888625279068947
72,0.86725714802742
73,0.8440352454781532
74,0.8212083727121353
75,0.799429178237915
76,0.7777313217520714
77,0.7561914026737213
78,0.7361114993691444
79,0.7209990918636322
80,0.7060081586241722
81,0.6907810717821121
82,0.6755067706108093
83,0.6600275412201881
84,0.6443383991718292
85,0.6283615007996559
86,0.6128701642155647
87,0.5974502339959145
88,0.5815253555774689
89,0.5653891712427139
90,0.5499631315469742
91,0.5352369993925095
92,0.5202951580286026
93,0.5060286298394203
94,0.4924627095460892
95,0.4790252894163131
96,0.4659495651721954
97,0.4529272392392158
98,0.4398433938622474
99,0.4320573806762695
100,0.4256210550665855
101,0.4196510836482048
102,0.4130698665976524
103,0.4073069840669632
104,0.404069647192955
105,0.4011608809232712
106,0.3985220938920975
107,0.3961288705468178
108,0.3943188190460205
109,0.3921321183443069
110,0.3894434571266174
111,0.3871128335595131
112,0.3861228749155998
113,0.3855910673737526
114,0.3842749521136284
115,0.382424347102642
116,0.3809166774153709
117,0.3787041530013084
118,0.3752480000257492
119,0.3714848160743713
120,0.3681304901838302
121,0.3648207411170006
122,0.3619928210973739
123,0.3580205142498016
124,0.3534705638885498
125,0.3485014736652374
126,0.342815414071083
127,0.3370857536792755
128,0.3327871486544609
129,0.32676512748003
130,0.3225987255573272
131,0.3186760321259498
132,0.3137922585010528
133,0.3088351190090179
134,0.3048810139298439
135,0.3002039715647697
136,0.2947616465389728
137,0.2909379042685032
138,0.2869158387184143
139,0.2821865603327751
140,0.276108369231224
141,0.2691654935479164
142,0.2618662044405937
143,0.2533683106303215
144,0.2445966936647892
145,0.2373699136078357
146,0.230955883860588
147,0.2254440672695636
148,0.2254547215998172
149,0.22360210865736
150,0.2209452874958515
151,0.2148128449916839
152,0.207453366369009
