Testing Step,Q Loss
0,1.5684287548065186
1,1.5684287548065186
2,1.5684287548065186
3,1.5684287548065186
4,1.5684287548065186
5,1.5684287548065186
6,1.5684287548065186
7,1.5684287548065186
8,1.5684287548065186
9,1.5684287548065186
10,1.5684287548065186
11,1.5684287548065186
12,1.5684287548065186
13,1.5684287548065186
14,1.5684287548065186
15,1.5535010695457458
16,1.5394224226474762
17,1.5253331661224363
18,1.511129081249237
19,1.4969784617424011
20,1.4828860014677048
21,1.469091147184372
22,1.455299198627472
23,1.4417997747659683
24,1.428143709897995
25,1.4141604453325272
26,1.3999255299568176
27,1.3855144158005714
28,1.370886713266373
29,1.355952836573124
30,1.3410097435116768
31,1.3257212489843369
32,1.3100701868534088
33,1.2942839413881302
34,1.2782951891422272
35,1.2618571147322657
36,1.24506127089262
37,1.229375809431076
38,1.213578760623932
39,1.1979780942201614
40,1.182535484433174
41,1.1680859625339508
42,1.1531965136528015
43,1.1379191130399704
44,1.1240561231970787
45,1.1101444959640503
46,1.0953935906291008
47,1.0800684988498688
48,1.064493015408516
49,1.0479054898023603
50,1.0307941883802414
51,1.0131010562181473
52,0.9951321259140968
53,0.976546823978424
54,0.9587886109948158
55,0.9459471330046654
56,0.9334754794836044
57,0.9195180982351304
58,0.90706005692482
59,0.8943846672773361
60,0.8813730627298355
61,0.8693216219544411
62,0.8576240837574005
63,0.8450504913926125
64,0.8316229358315468
65,0.8186854049563408
66,0.8068528398871422
67,0.7973015829920769
68,0.7894146591424942
69,0.7829508483409882
70,0.7759938612580299
71,0.7693810313940048
72,0.7633046060800552
73,0.7564767748117447
74,0.750115379691124
75,0.743521049618721
76,0.7366383448243141
77,0.7282269522547722
78,0.7179712578654289
79,0.7069726809859276
80,0.6958243474364281
81,0.6838436424732208
82,0.6720163524150848
83,0.6612887382507324
84,0.6517798379063606
85,0.6418072581291199
86,0.6334679424762726
87,0.623183585703373
88,0.6113141253590584
89,0.5994138717651367
90,0.5868625566363335
91,0.5746121481060982
92,0.5622353553771973
93,0.5508434027433395
94,0.5398179367184639
95,0.5274936631321907
96,0.5144344717264175
97,0.5014483407139778
98,0.4881462678313255
99,0.4742482155561447
100,0.4598391652107239
101,0.4459609910845756
102,0.4319063648581505
103,0.4181028977036476
104,0.4039527326822281
105,0.3892525546252727
106,0.3748761154711246
107,0.3612757287919521
108,0.3485678061842918
109,0.3358448334038257
110,0.3242762610316276
111,0.3124533407390117
112,0.3005243688821792
113,0.2879562564194202
114,0.2753057181835174
115,0.2630687095224857
116,0.2521234266459942
117,0.2435263209044933
118,0.2346807979047298
119,0.2269587256014347
120,0.2210128828883171
121,0.2168647106736898
122,0.2130021378397941
123,0.2082412429153919
124,0.2040734030306339
125,0.1991720478981733
126,0.1935103572905063
127,0.1869623512029647
128,0.180313779041171
129,0.1734607629477977
130,0.1656811293214559
131,0.1591309588402509
132,0.1526534128934145
133,0.1474580578505993
134,0.1440145727246999
135,0.1409684475511312
